"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"445","1","27037","0431/2022","4891","Secretaria de Estado da Saúde - SES","04312022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27037&cdo=4891&edital=0431/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de veículos para a Superintendência de Serviços Especializados e Regulação (SUR).","22/03/2022 17:30:00","13/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","13/04/2022","22/03/2022",NA,"docsb.asp?orgao=SES&anexo=27037-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27037-02-1.doc"
"446","1","26993","0436/2022","4891","Secretaria de Estado da Saúde - SES","04362022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26993&cdo=4891&edital=0436/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Regulares (GEBER).","10/03/2022 17:30:00","22/03/2022 13:30:00","EM SESSÃO PREGÃO","22/03/2022","10/03/2022",NA,"docsb.asp?orgao=SES&anexo=26993-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26993-02-1.doc"
"447","1","27006","0437/2022","4891","Secretaria de Estado da Saúde - SES","04372022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27006&cdo=4891&edital=0437/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Regulares (GEBER).","16/03/2022 17:30:00","04/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","04/04/2022","16/03/2022",NA,"docsb.asp?orgao=SES&anexo=27006-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27006-02-1.doc"
"448","1","27003","0440/2022","4891","Secretaria de Estado da Saúde - SES","04402022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27003&cdo=4891&edital=0440/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para a Gerência de Bens Regulares (GEBER).","16/03/2022 17:30:00","06/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","06/04/2022","16/03/2022",NA,"docsb.asp?orgao=SES&anexo=27003-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27003-02-1.doc"
"449","1","27002","0443/2022","4891","Secretaria de Estado da Saúde - SES","04432022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27002&cdo=4891&edital=0443/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de laboratório para o Instituto de Anatomia Patológica (IAP).","15/03/2022 17:30:00","28/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/03/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=27002-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27002-02-1.doc"
"450","1","27021","0444/2022","4891","Secretaria de Estado da Saúde - SES","04442022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27021&cdo=4891&edital=0444/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de instrumentais cirúrgicos (kit de explante ortopédico) para o Hospital Regional de São José (HRSJ).","16/03/2022 17:30:00","31/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","31/03/2022","16/03/2022",NA,"docsb.asp?orgao=SES&anexo=27021-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27021-02-1.doc"
"451","1","27005","0457/2022","4891","Secretaria de Estado da Saúde - SES","04572022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27005&cdo=4891&edital=0457/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais elétricos (lâmpadas, luminárias e reatores) para as Unidades da SES.","17/03/2022 17:30:00","12/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","12/04/2022","17/03/2022",NA,"docsb.asp?orgao=SES&anexo=27005-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27005-02-1.doc"
"452","1","27007","0468/2022","4891","Secretaria de Estado da Saúde - SES","04682022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27007&cdo=4891&edital=0468/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as Unidades da Secretaria de Estado da Saúde (SES).","14/03/2022 17:30:00","25/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","14/03/2022",NA,"docsb.asp?orgao=SES&anexo=27007-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27007-02-1.doc"
"453","1","27004","0469/2022","4891","Secretaria de Estado da Saúde - SES","04692022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27004&cdo=4891&edital=0469/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de reabilitação para o Centro Catarinense de Reabilitação (CCR).","15/03/2022 17:30:00","30/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","30/03/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=27004-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27004-02-1.doc"
"454","1","27029","0485/2022","4891","Secretaria de Estado da Saúde - SES","04852022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27029&cdo=4891&edital=0485/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de reabilitação para o Centro Catarinense de Reabilitação (CCR).","18/03/2022 17:30:00","18/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","18/04/2022","18/03/2022",NA,"docsb.asp?orgao=SES&anexo=27029-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27029-02-1.doc"
"455","1","27030","0488/2022","4891","Secretaria de Estado da Saúde - SES","04882022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27030&cdo=4891&edital=0488/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Judiciais (GEJUD) e Gerência de Bens Regulares (GEBER).","18/03/2022 17:30:00","25/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/04/2022","18/03/2022",NA,"docsb.asp?orgao=SES&anexo=27030-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27030-02-1.doc"
"456","1","27060","0491/2022","4891","Secretaria de Estado da Saúde - SES","04912022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27060&cdo=4891&edital=0491/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de análises clínicas (coleta e execução de exames) para o Hospital Doutor Waldomiro Colautti (HDWC).","25/03/2022 17:30:00","08/04/2022 08:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","08/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27060-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27060-02-1.doc"
"457","1","27050","0497/2022","4891","Secretaria de Estado da Saúde - SES","04972022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27050&cdo=4891&edital=0497/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as unidades da Secretaria de Estado da Saúde (SES).","22/03/2022 17:30:00","13/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","13/04/2022","22/03/2022",NA,"docsb.asp?orgao=SES&anexo=27050-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27050-02-1.doc"
"458","1","27035","0498/2022","4891","Secretaria de Estado da Saúde - SES","04982022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27035&cdo=4891&edital=0498/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as Unidades da Secretaria de Estado da Saúde (SES).","22/03/2022 17:30:00","22/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","22/04/2022","22/03/2022",NA,"docsb.asp?orgao=SES&anexo=27035-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27035-02-1.doc"
"459","2","","0499/2022","4891","Secretaria de Estado da Saúde - SES","04992022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4891&edital=0499/2022","Concorrência(Obras)","SES","Contratação de empresa especializada para construção da nova subestação de energia e geradores (obras) para o Hospital Governador Celso Ramos (HGCR).","25/04/2022 14:45:00","25/04/2022 15:00:00","AGUARDANDO HOMOLOGAÇÃO","25/04/2022","25/04/2022",NA,"docsb.asp?orgao=SES&anexo=Edital_0499_2022.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=Edital_0499_2022.doc"
"460","1","27036","0500/2022","4891","Secretaria de Estado da Saúde - SES","05002022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27036&cdo=4891&edital=0500/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de insumos de enfermaria e enfermaria/diabetes para atendimento de ordens judiciais para a Gerência de Bens Judiciais (GEJUD).","22/03/2022 17:30:00","29/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","29/04/2022","22/03/2022",NA,"docsb.asp?orgao=SES&anexo=27036-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27036-02-1.doc"
"461","1","27052","0502/2022","4891","Secretaria de Estado da Saúde - SES","05022022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27052&cdo=4891&edital=0502/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de instrumentais cirúrgicos para o Hospital Regional de São José (HRSJ).","25/03/2022 17:30:00","22/04/2022 13:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","22/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27052-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27052-02-1.doc"
"462","1","27049","0505/2022","4891","Secretaria de Estado da Saúde - SES","05052022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27049&cdo=4891&edital=0505/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de fórmulas para nutrição para as Unidades da SES.","25/03/2022 17:30:00","19/04/2022 08:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","19/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27049-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27049-02-1.doc"
"463","1","27058","0514/2022","4891","Secretaria de Estado da Saúde - SES","05142022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27058&cdo=4891&edital=0514/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de órteses, próteses e materiais especiais para as Unidades da Secretaria de Estado da Saúde (SES).","25/03/2022 17:30:00","29/04/2022 13:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","29/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27058-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27058-02-1.doc"
"464","1","27051","0515/2022","4891","Secretaria de Estado da Saúde - SES","05152022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27051&cdo=4891&edital=0515/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de instrumentais cirúrgicos para o Hospital Regional de São José (HRSJ).","25/03/2022 17:30:00","27/04/2022 13:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","27/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27051-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27051-02-1.doc"
"465","1","27059","0526/2022","4891","Secretaria de Estado da Saúde - SES","05262022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27059&cdo=4891&edital=0526/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de órteses, próteses e materiais especiais para as Unidades da Secretaria de Estado da Saúde (SES).","25/03/2022 17:30:00","20/04/2022 13:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","20/04/2022","25/03/2022",NA,"docsb.asp?orgao=SES&anexo=27059-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27059-02-1.doc"
"466","1","27062","0528/2022","4891","Secretaria de Estado da Saúde - SES","05282022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27062&cdo=4891&edital=0528/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de medicamentos para a Gerência de Bens Judiciais (GEJUD) e Diretoria de Assistência Farmacêutica (DIAF).","29/03/2022 17:30:00","04/05/2022 08:30:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","04/05/2022","29/03/2022",NA,"docsb.asp?orgao=SES&anexo=27062-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=27062-02-1.doc"
"467","2","","0582/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","05822022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4522&edital=0582/2022","Tomada de Preços(Obras)","UDESC","CONTRATAÇÃO DE EMPRESA PARA SUBSTITUIÇÃO DE COBERTURAS METÁLICAS E CERÂMICAS E INSTALAÇÃO DE COBERTURAS DE POLICARBONATO E MANTAS TÉRMICAS EM BLOCOS DA UDESC/JOINVILLE","14/03/2022 18:00:00","15/03/2022 14:00:00","SUSPENSO (INIBE DOWNLOAD DO EDITAL)","15/03/2022","14/03/2022",NA,"docsb.asp?orgao=UDESC&anexo=_Edital_TP_0582.2022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=_Edital_TP_0582.2022.pdf"
"468","2","","0583/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","05832022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4522&edital=0583/2022","Tomada de Preços(Obras)","UDESC","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETO PARA A RECUPERAÇÃO DE ESTRUTURAS METÁLICAS DO DEPARTAMENTO DE ENGENHARIA ELÉTRICA (BLOCO E) DA UDESC/JOINVILLE","21/03/2022 17:00:00","22/03/2022 14:00:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","22/03/2022","21/03/2022",NA,"docsb.asp?orgao=UDESC&anexo=_Edital_TP_0583.2022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=_Edital_TP_0583.2022.pdf"
"469","2","","0584/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","05842022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4522&edital=0584/2022","Tomada de Preços(Obras)","UDESC","CONTRATAÇÃO DE EMPRESA PARA A REFORMA DOS BANHEIROS DO CEART/UDESC  FLORIANÓPOLIS/SC","08/02/2022 13:30:00","08/02/2022 14:00:00","HOMOLOGADO","08/02/2022","08/02/2022",NA,"docsb.asp?orgao=UDESC&anexo=Edital.TP.0584.2022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=Edital.TP.0584.2022.pdf"
"470","2","","0585/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","05852022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4522&edital=0585/2022","Tomada de Preços(Obras)","UDESC","CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DO RESTAURO/REFORMA DA DAPE/FAED/UDESC.","04/03/2022 13:30:00","04/03/2022 14:00:00","AGUARDANDO ABERTURA DE PREÇO","04/03/2022","04/03/2022",NA,"docsb.asp?orgao=UDESC&anexo=EditalTP0585.2022-Retificado.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=EditalTP0585.2022-Retificado.pdf"
"471","1","26548","0586/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","05862022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26548&cdo=4522&edital=0586/2022","Pregão Eletrônico             (Serviços)","UDESC","Contratação de empresa prestadora de serviços de desinsetização, dedetização, desratização, descupinização, desalojamento de pombos e morcegos e outros meios no controle de sinantrópicos, limpeza de caixa dágua, cisternas e tubulações, com fornecimento de produtos, materiais e equipamentos para Campus I, CERES e CESFI / UDESC.","14/01/2022 14:00:00","03/02/2022 14:15:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","03/02/2022","14/01/2022",NA,"docsb.asp?orgao=UDESC&anexo=26548-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=26548-02-1.pdf"
"472","1","26800","0621/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","06212022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26800&cdo=4522&edital=0621/2022","Pregão Eletrônico             (Serviços)","UDESC","Contratação de empresa especializada na prestação de serviços continuados  de servente, encarregado, auxiliar de serviços gerais, zelador, copeiro e jardineiro para a UDESC.","09/02/2022 14:00:00","22/02/2022 14:15:00","EM SESSÃO PREGÃO","22/02/2022","09/02/2022",NA,"docsb.asp?orgao=UDESC&anexo=26800-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=26800-02-1.pdf"
"473","1","26731","0622/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","06222022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26731&cdo=4522&edital=0622/2022","Pregão Eletrônico             (Compras)","UDESC-CAV","AQUISIÇÃO DE NITROGÊNIO LÍQUIDO E OXIGÊNIO MEDICINAL PARA O CENTRO DE CIÊNCIAS AGROVETERINÁRIAS CAV/UDESC, conforme especificações constantes do Anexo I e II.","11/02/2022 14:15:00","01/02/2022 14:00:00","HOMOLOGADO","01/02/2022","11/02/2022",NA,"docsb.asp?orgao=UDESC-CAV&anexo=26731-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC-CAV&anexo=26731-02-1.pdf"
"474","1","26836","0624/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","06242022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26836&cdo=4522&edital=0624/2022","Pregão Eletrônico             (Compras)","UDESC","Aquisição de gêneros alimentícios, água e gás para o Campus I, CERES, CESFI e CEAVI da UDESC.","14/02/2022 14:00:00","24/02/2022 14:15:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","24/02/2022","14/02/2022",NA,"docsb.asp?orgao=UDESC&anexo=26836-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=26836-02-1.pdf"
"475","1","26813","0625/2022","4522","Fundação Universidade do Estado de Santa Catarina - UDESC","06252022_4522","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26813&cdo=4522&edital=0625/2022","Pregão Eletrônico","UDESC","Aquisição de Roteador com garantia adicional e placa de rede para servidor HP para a UDESC.","23/02/2022 14:15:00","10/02/2022 14:00:00","SESSÃO PREGÃO SUSPENSA - PE","10/02/2022","23/02/2022",NA,"docsb.asp?orgao=UDESC&anexo=26813-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=UDESC&anexo=26813-02-1.pdf"
